bloco,nurse,target,tempo,altura_rii,folhas_rii,folhas_imp,altura_imp
147,pereiro,cating,8,-0.265306122,0.333333333,0.25,-0.25
147,pereiro,cating,9,-0.265306122,0,0,-0.245283019
32,umbu,angico,1,-0.152542373,-0.2,-0.2,-0.195652174
32,umbu,angico,2,-0.152542373,-0.2,-0.153846154,-0.2
32,umbu,angico,3,-0.193548387,0.5,0.142857143,-0.255319149
32,umbu,angico,4,-0.1875,0,0,-0.266666667
32,umbu,angico,6,-0.206349206,0,0,-0.302325581
32,umbu,angico,7,-0.1875,0,0,-0.279069767
32,umbu,angico,8,-0.1875,0,0,-0.272727273
32,umbu,angico,9,1,1,0.037037037,0.268041237
32,umbu,aroeira,1,-0.233333333,-0.217391304,-0.416666667,-0.583333333
32,umbu,aroeira,2,-0.2,-0.2,-0.294117647,-0.619047619
32,umbu,aroeira,3,-0.225806452,0.777777778,0.145833333,-0.583333333
32,umbu,aroeira,4,-0.21875,0.142857143,0.111111111,-0.608695652
32,umbu,aroeira,6,-0.1875,0.333333333,0.125,-0.571428571
32,umbu,aroeira,7,-0.181818182,0.5,0.25,-0.6
32,umbu,aroeira,8,-0.2,0.5,0.2,-0.590909091
32,umbu,aroeira,9,-0.181818182,0,0,-0.428571429
32,umbu,cating,1,-0.152542373,-0.2,-0.2,-0.195652174
32,umbu,cating,2,-0.152542373,-0.2,-0.153846154,-0.2
32,umbu,cating,3,-0.193548387,0.5,0.142857143,-0.255319149
32,umbu,cating,4,-0.1875,0,0,-0.266666667
32,umbu,cating,6,-0.206349206,0,0,-0.302325581
32,umbu,cating,7,-0.1875,0,0,-0.279069767
32,umbu,cating,8,-0.1875,0,0,-0.272727273
32,umbu,cating,9,1,1,0.037037037,0.268041237
115,umbu,angico,1,-0.255813953,0,0,-0.2
115,umbu,angico,2,-0.3,0,0,-0.214285714
115,umbu,angico,3,-0.058823529,0,0,-0.0625
115,umbu,angico,4,-0.285714286,0,0,-0.214285714
115,umbu,angico,6,-0.285714286,-0.333333333,-0.2,-0.226415094
115,umbu,angico,7,-0.272727273,0,0,-0.226415094
115,umbu,angico,8,1,1,0.2,0.186046512
115,umbu,angico,9,1,1,0.037037037,0.174418605
115,umbu,aroeira,1,-0.054545455,-0.238095238,-0.384615385,-0.142857143
115,umbu,aroeira,2,-0.122807018,-0.090909091,-0.117647059,-0.318181818
115,umbu,aroeira,3,-0.122807018,-0.3,-0.171428571,-0.304347826
115,umbu,aroeira,4,-0.107142857,-0.25,-0.8,-0.260869565
115,umbu,aroeira,6,-0.107142857,-0.333333333,-0.333333333,-0.272727273
115,umbu,aroeira,7,-0.087719298,-0.333333333,-0.4,-0.238095238
115,umbu,aroeira,8,-0.103448276,-0.5,-0.25,-0.272727273
115,umbu,aroeira,9,-0.087719298,-0.5,-0.666666667,-0.172413793
115,umbu,cating,1,-0.255813953,0,0,-0.2
115,umbu,cating,2,-0.3,0,0,-0.214285714
115,umbu,cating,3,-0.058823529,0,0,-0.0625
115,umbu,cating,4,-0.285714286,0,0,-0.214285714
115,umbu,cating,6,-0.285714286,-0.333333333,-0.2,-0.226415094
115,umbu,cating,7,-0.272727273,0,0,-0.226415094
115,umbu,cating,8,1,1,0.2,0.186046512
115,umbu,cating,9,1,1,0.037037037,0.174418605
141,umbu,angico,1,0.162790698,0.142857143,0.083333333,0.116666667
141,umbu,angico,2,0.066666667,0.25,0.125,0.057692308
141,umbu,angico,3,0.15,0.142857143,0.090909091,0.098360656
141,umbu,angico,4,0.086956522,0.142857143,0.111111111,0.074074074
141,umbu,angico,6,0.076923077,0,0,0.056603774
141,umbu,angico,7,0.024390244,0,0,0.02
141,umbu,angico,8,0.208333333,0,0,0.163934426
141,umbu,angico,9,0.086956522,0,0,0.074074074
141,umbu,aroeira,1,-0.052631579,-0.130434783,-0.272727273,-0.363636364
141,umbu,aroeira,2,-0.126760563,-0.2,-0.294117647,-0.5625
141,umbu,aroeira,3,-0.054054054,-0.090909091,-0.0625,-0.307692308
141,umbu,aroeira,4,-0.066666667,-0.222222222,-1,-0.384615385
141,umbu,aroeira,6,-0.068493151,0,0,-0.384615385
141,umbu,aroeira,7,-0.068493151,-0.142857143,-0.25,-0.384615385
141,umbu,aroeira,8,-0.052631579,-0.2,-0.142857143,-0.333333333
141,umbu,aroeira,9,-0.054054054,0,0,-0.2
141,umbu,cating,1,0.162790698,0.142857143,0.083333333,0.116666667
141,umbu,cating,2,0.066666667,0.25,0.125,0.057692308
141,umbu,cating,3,0.15,0.142857143,0.090909091,0.098360656
141,umbu,cating,4,0.086956522,0.142857143,0.111111111,0.074074074
141,umbu,cating,6,0.076923077,0,0,0.056603774
141,umbu,cating,7,0.024390244,0,0,0.02
141,umbu,cating,8,0.208333333,0,0,0.163934426
141,umbu,cating,9,0.086956522,0,0,0.074074074
143,umbu,angico,1,0.083333333,-0.142857143,-0.090909091,0.075471698
143,umbu,angico,2,0.024390244,-0.142857143,-0.071428571,0.019607843
143,umbu,angico,3,0.024390244,0.5,0.142857143,0.018867925
143,umbu,angico,4,0.024390244,0.5,0.166666667,0.019230769
143,umbu,angico,6,0.023255814,0.333333333,0.166666667,0.020833333
143,umbu,angico,7,0.045454545,0.5,0.090909091,0.04
143,umbu,angico,8,-0.05,0,0,-0.039215686
143,umbu,angico,9,-0.05,0,0,-0.038461538
143,umbu,aroeira,1,0.128205128,0.043478261,0.090909091,0.434782609
143,umbu,aroeira,2,0.12,-0.1,-0.111111111,0.391304348
143,umbu,aroeira,3,0.093333333,-0.052631579,-0.03030303,0.333333333
143,umbu,aroeira,4,0.116883117,0.142857143,0.111111111,0.391304348
143,umbu,aroeira,6,0.128205128,0,0,0.434782609
143,umbu,aroeira,7,0.139240506,0,0,0.458333333
143,umbu,aroeira,8,0.15,0.333333333,0.111111111,0.461538462
143,umbu,aroeira,9,-0.029411765,0,0,-0.090909091
143,umbu,cating,1,0.083333333,-0.142857143,-0.090909091,0.075471698
143,umbu,cating,2,0.024390244,-0.142857143,-0.071428571,0.019607843
143,umbu,cating,3,0.024390244,0.5,0.142857143,0.018867925
143,umbu,cating,4,0.024390244,0.5,0.166666667,0.019230769
143,umbu,cating,6,0.023255814,0.333333333,0.166666667,0.020833333
143,umbu,cating,7,0.045454545,0.5,0.090909091,0.04
143,umbu,cating,8,-0.05,0,0,-0.039215686
143,umbu,cating,9,-0.05,0,0,-0.038461538
158,umbu,angico,1,-0.087719298,0,0,-0.111111111
158,umbu,angico,2,-0.081967213,0,0,-0.119047619
158,umbu,angico,3,-0.068965517,0,0,-0.088888889
158,umbu,angico,4,-0.049180328,0,0,-0.071428571
158,umbu,angico,6,-0.049180328,0.333333333,0.166666667,-0.076923077
158,umbu,angico,7,-0.049180328,0.333333333,0.047619048,-0.075
158,umbu,angico,8,-0.03125,0.333333333,0.25,-0.051282051
158,umbu,angico,9,-1,-1,-0.038461538,-0.436619718
158,umbu,aroeira,1,0.12,0.043478261,0.090909091,0.391304348
158,umbu,aroeira,2,0.013333333,0.047619048,0.055555556,0.090909091
158,umbu,aroeira,3,0.014084507,0.047619048,0.03030303,0.071428571
158,umbu,aroeira,4,0.019607843,-0.2,-0.285714286,0.125
158,umbu,aroeira,6,0.04109589,0,0,0.2
158,umbu,aroeira,7,0.04,0,0,0.214285714
158,umbu,aroeira,8,0.181818182,0,0,0.363636364
158,umbu,aroeira,9,0.038961039,0,0,0.142857143
158,umbu,cating,1,-0.087719298,0,0,-0.111111111
158,umbu,cating,2,-0.081967213,0,0,-0.119047619
158,umbu,cating,3,-0.068965517,0,0,-0.088888889
158,umbu,cating,4,-0.049180328,0,0,-0.071428571
158,umbu,cating,6,-0.049180328,0.333333333,0.166666667,-0.076923077
158,umbu,cating,7,-0.049180328,0.333333333,0.047619048,-0.075
158,umbu,cating,8,-0.03125,0.333333333,0.25,-0.051282051
158,umbu,cating,9,-1,-1,-0.038461538,-0.436619718
